id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
5612,Anwar El Ghazi,9,372,1,0.9790221825242044,1,0.2625086233019829,8,5,2,0,F M S,Aston Villa,0,0.2178533114492893,0.609694505110383,0.3097453918308019
5735,Jean-Philippe Mateta,6,217,1,0.9382469803094864,0,0.0691816061735153,7,1,0,0,F S,Crystal Palace,1,0.9382469803094864,1.5307555496692655,1.1528080627322197
5962,Tanguy NDombele Alvaro,9,490,1,0.5444412399083376,1,0.6208779122680426,9,4,1,0,M S,Tottenham,1,0.5444412399083376,2.4390930458903317,1.5780103281140327
6030,Zanka,7,424,1,0.1421728879213333,0,0.0767927952110767,2,2,2,0,D S,Brentford,1,0.1421728879213333,1.579766824841499,1.5567027367651465
6047,Shane Duffy,14,1161,1,0.6186635792255402,0,0.0607984010130167,17,2,5,0,D S,Brighton,1,0.6186635792255402,2.630813764408231,2.611064612865448
6062,Isaac Hayden,14,1008,1,0.2894264794886112,0,0.0593780782073736,5,2,5,0,D M S,Newcastle United,1,0.2894264794886112,1.0659869341179729,0.9370966954156756
6063,Jacob Murphy,17,770,1,0.9715967709198594,1,0.8251938172616065,15,8,2,0,D M S,Newcastle United,1,0.9715967709198594,2.1790211009792984,0.5428622523322701
6276,Nikola Vlasic,11,352,1,0.6988735515624285,0,0.3490114137530327,4,5,0,0,M S,West Ham,1,0.6988735515624285,1.7958945631980896,1.0786172430962324
6345,Jadon Sancho,17,931,1,1.2880357056856155,0,1.383535360917449,8,22,0,0,F M S,Manchester United,1,1.2880357056856155,4.816549278795719,2.2152603790163994
6424,Ben Johnson,11,812,1,0.1015413915738463,0,0.1678196061402559,3,4,1,0,D S,West Ham,1,0.1015413915738463,2.8774693673476577,2.645480278879404
6456,Callum Hudson-Odoi,14,881,1,2.486586194485426,1,2.547772841528058,17,23,1,0,D F M S,Chelsea,1,2.486586194485426,6.496008720248938,2.378361359238625
6665,Curtis Jones,7,418,1,0.3397363889962435,1,0.1908026132732629,8,2,0,0,M S,Liverpool,1,0.3397363889962435,1.7845330256968737,1.3038156926631927
6859,Kortney Hause,7,393,1,0.0640325816348195,0,0.0,2,0,0,0,D S,Aston Villa,1,0.0640325816348195,1.813511993736029,1.813511993736029
7069,Saman Ghoddos,12,325,1,0.6922268867492676,1,0.9263340625911952,7,5,2,0,F M S,Brentford,1,0.6922268867492676,2.7870127269998197,1.333209847100079
7078,Sean Longstaff,15,986,1,0.6790169896557927,1,0.2898642942309379,12,5,1,0,M S,Newcastle United,1,0.6790169896557927,2.530022131279111,1.8653031047433613
7083,Christian Nørgaard,22,1953,1,3.658911556005478,2,2.613825379870832,18,17,6,0,M,Brentford,1,3.658911556005478,7.292362893931568,3.626063721254468
7187,Sergio Reguilón,18,1374,1,1.5018741823732853,3,2.545661363750696,12,20,3,0,D S,Tottenham,1,1.5018741823732853,5.874942468479276,3.4717693384736776
7332,Max Kilman,21,1890,1,1.1823586523532867,0,0.1449058810248971,10,3,3,0,D,Wolverhampton Wanderers,1,1.1823586523532867,4.274512153118849,4.104175087064505
7382,Dan Burn,12,935,1,0.944086292758584,0,0.6954153571277857,6,2,3,0,D S,Brighton,1,0.944086292758584,1.790942907333374,1.790942907333374
7470,Mathias Normann,9,713,1,0.6000791396945715,1,0.4558039531111717,16,6,4,0,M,Norwich,1,0.6000791396945715,0.868759186938405,0.360756441950798
7690,Grant Hanley,18,1549,1,0.5251051615923643,0,0.2979576885700226,10,4,1,0,D,Norwich,1,0.5251051615923643,1.9201616821810603,1.828520971350372
7699,Adam Webster,12,893,1,0.1880929246544838,0,0.0369059294462204,4,1,4,0,D S,Brighton,1,0.1880929246544838,2.4520041719079018,2.434987023472786
8021,Adam Idah,16,525,1,1.8440752774477005,0,0.3746335208415985,12,4,0,0,F M S,Norwich,1,1.8440752774477005,2.3172457106411457,0.5110169239342213
8089,Kieran Tierney,14,1206,1,0.4927972229197621,3,0.8036787081509829,12,13,0,0,D,Arsenal,1,0.4927972229197621,3.488051950931549,2.574050143361092
8476,Jarrad Branthwaite,1,90,1,0.5619036555290222,0,0.0,1,0,0,0,D,Everton,1,0.5619036555290222,0.0,0.0
8716,Luke Ayling,12,1080,1,0.3964003287255764,2,1.9833142841234803,9,6,0,0,D M,Leeds,1,0.3964003287255764,2.2603440061211586,2.114731704816222
8718,Stuart Dallas,21,1880,1,0.9588663978502154,1,1.6231399346143007,22,22,3,0,D M,Leeds,1,0.9588663978502154,5.780481433495879,3.869040662422776
8821,Donny van de Beek,8,59,1,0.7412805259227753,0,0.3933870494365692,2,3,0,0,S,Manchester United,1,0.7412805259227753,1.6354638934135437,0.5554127991199493
8864,Matthew Cash,21,1880,1,0.9778268663212656,0,1.8988168742507696,19,15,5,0,D M,Aston Villa,1,0.9778268663212656,6.713230097666383,4.483233017846942
9339,Joe Gelhardt,8,300,1,1.2673674821853638,1,0.5322291813790798,9,3,2,0,F S,Leeds,1,1.2673674821853638,1.7811813652515411,0.1644724309444427
9512,Valentino Livramento,18,1618,1,0.4363626688718796,0,1.4058529427275062,8,13,2,0,D,Southampton,1,0.4363626688718796,4.100869577378035,2.7065191734582186
9524,Anthony Elanga,5,253,1,0.8707581087946892,0,0.1195972263813018,7,2,0,0,M S,Manchester United,1,0.8707581087946892,1.0617731027305126,0.0714177582412958
9678,Ethan Pinnock,22,1871,1,1.7465086551383138,1,1.6828013993799686,16,11,0,0,D,Brentford,1,1.7465086551383138,4.54012456163764,2.630379091948271
9685,Mads Roerslev,13,830,1,0.2831445559859276,1,0.5461498154327273,5,3,0,0,D S,Brentford,1,0.2831445559859276,1.1220067320391536,0.3502062931656837
9734,Enock Mwepu,11,637,1,1.5956154577434063,3,1.0714490823447704,10,5,1,0,M S,Brighton,1,1.5956154577434063,2.5765222273766994,1.5228825695812702
9833,Andrew Omobamidele,5,380,1,0.1711218431591987,0,0.0,2,0,1,0,D S,Norwich,1,0.1711218431591987,0.4068538714200258,0.4068538714200258
9914,Shandon Baptiste,17,831,1,0.4449052046984434,0,0.440178882330656,11,7,0,1,M S,Brentford,1,0.4449052046984434,1.420346555300057,0.7625447800382972
62,Lukas Rupp,10,466,0,0.4285062281414866,0,1.2350856140255928,11,8,0,0,M S,Norwich,0,0.4285062281414866,2.236474161967635,1.3101458717137575
76,Fabian Schär,11,974,0,0.1654167361557483,1,0.5773280076682568,5,3,2,0,D,Newcastle United,0,0.1654167361557483,1.329691719263792,1.2723761051893234
111,Jannik Vestergaard,9,560,0,0.0387555845081806,0,0.0672715455293655,1,1,2,0,D S,Leicester,0,0.0387555845081806,3.767513182014227,3.767513182014227
181,Bernd Leno,3,270,0,0.0,0,0.0,0,0,0,0,GK,Arsenal,0,0.0,0.0970277115702629,0.0970277115702629
200,Andreas Christensen,13,1001,0,0.5500213000923395,0,0.1203191857784986,3,4,2,0,D S,Chelsea,0,0.5500213000923395,4.78575849160552,4.78575849160552
204,Granit Xhaka,10,832,0,0.450545884668827,1,0.931154638528824,8,8,4,1,M,Arsenal,0,0.450545884668827,5.806970201432705,4.612570740282536
239,Pascal Groß,14,996,0,1.4339913986623287,2,2.7531668059527874,12,30,0,0,D M S,Brighton,0,0.6728225741535425,4.271190639585257,2.650129023939371
332,Joel Matip,16,1440,0,0.9636913547292352,0,0.2671669945120811,21,4,1,0,D,Liverpool,0,0.9636913547292352,8.066749770194292,7.739386361092329
342,Sead Kolasinac,2,91,0,0.0,0,0.0,0,0,1,0,D S,Arsenal,0,0.0,0.0,0.0
461,Matt Ritchie,16,1320,0,0.3662856444716453,2,1.9647234054282308,10,29,5,0,D S,Newcastle United,0,0.3662856444716453,2.889647395350039,2.340493173338473
462,Dan Gosling,1,19,0,0.0,0,0.0,0,0,0,0,S,Watford,0,0.0,0.0,0.0
486,Adam Lallana,18,1379,0,0.8222184050828218,1,0.9124579317867756,18,7,4,0,F M S,Brighton,0,0.8222184050828218,4.799247059971094,4.236680502071977
489,James Milner,14,607,0,0.2416817340999841,1,1.3646847493946552,6,11,2,0,D M S,Liverpool,0,0.2416817340999841,4.412912152707577,4.151715956628323
496,Mohamed Elneny,7,155,0,0.0155661171302199,1,0.0942674651741981,1,4,0,0,M S,Arsenal,0,0.0155661171302199,0.3339325822889805,0.2758882045745849
503,Theo Walcott,8,386,0,0.862159663811326,0,0.0219031609594821,6,1,0,0,M S,Southampton,0,0.862159663811326,1.1412880942225456,0.2743081245571375
508,Calum Chambers,2,172,0,0.0617923513054847,0,0.0555610507726669,2,1,0,0,D,Arsenal,0,0.0617923513054847,0.3204994201660156,0.2031460180878639
509,Wayne Hennessey,2,180,0,0.0,0,0.1527586430311203,0,3,0,0,GK,Burnley,0,0.0,0.0792241394519805,0.0
510,Joel Ward,20,1800,0,0.2970032133162021,0,0.3056390099227428,8,5,5,0,D,Crystal Palace,0,0.2970032133162021,7.18538311496377,6.739410672336817
532,Cheikhou Kouyaté,17,1328,0,0.1092885574325919,1,0.5423536915332079,4,2,0,0,D M S,Crystal Palace,0,0.1092885574325919,2.399876866489649,2.353090394288301
546,David de Gea,22,1980,0,0.0,0,0.0,0,0,0,0,GK,Manchester United,0,0.0,2.0059656174853444,2.0059656174853444
574,Troy Deeney,2,19,0,0.109416589140892,0,0.0331709645688533,2,1,0,0,S,Watford,0,0.109416589140892,0.1425875574350357,0.0
581,Craig Cathcart,17,1469,0,0.0555208884179592,1,0.8055018000304699,1,2,3,0,D,Watford,0,0.0555208884179592,1.322657834738493,1.322657834738493
585,Seamus Coleman,15,1315,0,0.2148049026727676,0,0.5213658101856709,5,7,2,0,D,Everton,0,0.2148049026727676,3.322260569781065,2.884007424116134
592,Ross Barkley,5,145,0,0.7709845006465912,0,0.5811443775892258,6,7,0,0,M S,Chelsea,0,0.7709845006465912,3.02110356092453,2.1158861070871358
596,Tom Cleverley,15,816,0,0.32611202634871,2,1.144779839552939,5,15,1,0,M S,Watford,0,0.32611202634871,3.1945856418460608,2.222073385491967
603,Nathaniel Clyne,2,91,0,0.0,0,0.0,0,0,1,0,D S,Crystal Palace,0,0.0,0.0,0.0
624,Willy Caballero,2,180,0,0.0,0,0.0,0,0,1,0,GK,Southampton,0,0.0,0.0,0.0
631,Ashley Young,12,738,0,0.3718390073627233,2,0.2346664136275649,8,6,0,0,D F M S,Aston Villa,0,0.3718390073627233,1.849079068750143,1.4005647152662275
633,James McArthur,11,959,0,0.2180028110742569,1,0.9141576644033194,6,9,2,0,M,Crystal Palace,0,0.2180028110742569,3.570899207144976,2.6183164939284325
635,Alex McCarthy,15,1350,0,0.0,0,0.0234091021120548,0,1,1,0,GK,Southampton,0,0.0,2.008901508525014,1.985492406412959
637,Hugo Lloris,19,1710,0,0.0,0,0.2063242979347705,0,2,0,0,GK,Tottenham,0,0.0,1.1397532057017088,0.933428904041648
638,Kyle Walker,14,1219,0,0.1458261273801326,1,1.1914263181388378,5,6,1,0,D,Manchester City,0,0.1458261273801326,6.507347196340561,5.509476318955421
641,Danny Rose,8,692,0,0.156606082804501,0,0.631848668679595,4,5,4,0,D S,Watford,0,0.156606082804501,1.551004913635552,0.8791762432083488
643,Eric Dier,18,1541,0,0.4501858204603195,0,1.2294063176959753,7,6,0,0,D,Tottenham,0,0.4501858204603195,5.799788715317845,5.214317532256246
652,Kieran Trippier,2,180,0,0.0,0,0.0737714692950248,0,2,0,0,D,Newcastle United,0,0.0,0.1871593743562698,0.1695988476276397
660,Ben Davies,10,839,0,1.526369565166533,1,0.4216231554746628,8,6,2,0,D S,Tottenham,0,1.526369565166533,2.7567801661789417,2.10437748208642
669,Ashley Westwood,15,1334,0,0.2267391579225659,3,3.3837511762976646,7,21,5,0,M,Burnley,0,0.2267391579225659,3.753655541688204,2.868770114146173
681,César Azpilicueta,16,1313,0,0.7845652215182781,2,1.7726858276873827,7,11,0,0,D S,Chelsea,0,0.7845652215182781,8.033203944563866,6.559111440554261
688,Ruben Loftus-Cheek,12,688,0,0.7562576532363892,2,1.350813094526529,14,6,1,0,M S,Chelsea,0,0.7562576532363892,3.287073776125908,2.635771706700325
694,Asmir Begovic,1,90,0,0.0,0,0.0,0,0,0,0,GK,Everton,0,0.0,0.0,0.0
695,Bertrand Traoré,6,143,0,0.1529682436957955,0,0.0,4,0,0,0,F S,Aston Villa,0,0.1529682436957955,0.4635052355006337,0.3312121629714966
697,Nemanja Matic,13,757,0,0.158847420476377,2,0.9964826861396432,5,7,2,0,M S,Manchester United,0,0.158847420476377,3.262237725779414,2.288147745653987
706,Lukasz Fabianski,22,1980,0,0.0,0,0.0,0,0,0,0,GK,West Ham,0,0.0,1.7166598699986937,1.7166598699986937
708,Federico Fernández,7,523,0,0.3371330089867115,0,0.2842389643192291,6,1,0,0,D S,Newcastle United,0,0.3371330089867115,0.5562508665025234,0.2720119059085846
712,Jack Cork,8,656,0,0.1095925439149141,0,0.0258759800344705,3,1,1,0,M,Burnley,0,0.1095925439149141,0.9436924681067468,0.8082239329814911
741,Jordan Pickford,19,1710,0,0.0,0,0.0551632922142744,0,2,1,0,GK,Everton,0,0.0,0.7215774143114686,0.6664141220971942
743,Dwight Gayle,4,16,0,0.0604202002286911,0,0.0108931371942162,1,1,0,0,S,Newcastle United,0,0.0604202002286911,0.0713133374229073,0.0108931371942162
745,Kasper Schmeichel,19,1710,0,0.0,0,0.0,0,0,1,0,GK,Leicester,0,0.0,3.458758220076561,3.458758220076561
759,Daniel Amartey,10,786,0,0.0098498305305838,0,0.0317808985710144,1,1,1,0,D S,Leicester,0,0.0098498305305838,1.6172753013670444,1.6074254717677832
770,Ayoze Pérez,7,211,0,0.9622879773378372,2,1.0273897796869278,6,8,0,1,M S,Leicester,0,0.9622879773378372,1.5767725557088852,0.4078569449484348
772,Moussa Sissoko,18,1602,0,1.7497735265642405,1,0.8333439147099853,14,17,3,0,M,Watford,0,1.7497735265642405,4.386485405266285,1.9124126713722944
780,Karl Darlow,8,720,0,0.0,0,0.0,0,0,1,0,GK,Newcastle United,0,0.0,0.558485004119575,0.558485004119575
790,Nathan Redmond,19,1344,0,1.460683104582131,5,3.376613602042198,20,27,0,0,F M S,Southampton,0,1.460683104582131,6.20918520539999,2.431934542953968
803,Ben Foster,9,810,0,0.0,1,0.0675887167453765,0,1,0,0,GK,Watford,0,0.0,1.923063084483147,1.85547436773777
804,Craig Dawson,20,1521,0,1.5851492695510387,1,0.6956739276647568,16,4,3,0,D S,West Ham,0,1.5851492695510387,3.100857568904757,3.100857568904757
831,Fraser Forster,5,450,0,0.0,0,0.0,0,0,0,0,GK,Southampton,0,0.0,0.1177008040249347,0.1177008040249347
835,Ryan Bertrand,4,340,0,0.0,0,0.0,0,0,1,0,D,Leicester,0,0.0,1.6839181892573831,1.6839181892573831
839,Shane Long,3,107,0,0.2083332985639572,0,0.0,2,0,0,0,F S,Southampton,0,0.2083332985639572,0.1784902177751064,0.0516781732439994
842,Oriol Romeu,20,1738,0,0.4925922565162182,1,1.4220452960580587,12,18,5,0,M,Southampton,0,0.4925922565162182,5.540558815002441,4.763242773711681
844,Jay Rodriguez,13,340,0,0.8522817995399237,1,0.9273393154144288,15,4,3,0,F S,Burnley,0,0.8522817995399237,1.799778614193201,0.4090924374759197
847,Cédric Soares,4,210,0,0.0247479360550642,0,0.189126580953598,1,2,1,0,D S,Arsenal,0,0.0247479360550642,0.4634086340665817,0.3638982325792312
852,Freddie Woodman,4,360,0,0.0,0,0.0,0,0,0,0,GK,Newcastle United,0,0.0,0.3158472795039415,0.3158472795039415
853,Paul Dummett,2,158,0,0.0,0,0.0,0,0,2,0,D,Newcastle United,0,0.0,0.1516183689236641,0.1516183689236641
856,Jack Butland,3,270,0,0.0,0,0.0,0,0,0,0,GK,Crystal Palace,0,0.0,0.4677483141422272,0.4677483141422272
875,Ciaran Clark,13,1011,0,1.0101889353245497,1,0.1964808171615004,7,4,2,1,D S,Newcastle United,0,1.0101889353245497,1.7617447040975094,1.6704292874783278
876,Fabian Delph,6,244,0,0.0133977904915809,0,0.0194574072957038,1,1,1,0,M S,Everton,0,0.0133977904915809,0.1968067837879061,0.1834089932963252
887,Erik Pieters,4,104,0,0.0,0,0.0,0,0,0,0,D S,Burnley,0,0.0,0.6944540739059448,0.6944540739059448
902,Sam Byram,4,148,0,0.0465852729976177,0,0.0624955520033836,1,1,2,0,D S,Norwich,0,0.0465852729976177,0.267633706331253,0.2051381468772888
934,Axel Tuanzebe,9,507,0,0.1548681333661079,0,0.0,2,0,1,0,D S,Aston Villa,0,0.1548681333661079,0.8887575045228004,0.8887575045228004
951,Phil Jones,1,90,0,0.0,0,0.0,0,0,0,0,D,Manchester United,0,0.0,0.1493471562862396,0.1493471562862396
971,Harry Winks,8,438,0,0.0,1,1.4060768485069275,0,7,2,0,M S,Tottenham,0,0.0,4.014404855668545,2.768786810338497
982,Tim Krul,19,1710,0,0.0,0,0.0,0,0,1,0,GK,Norwich,0,0.0,1.2366508999839425,1.2366508999839425
985,Mason Holgate,9,697,0,0.4744952917098999,0,0.0,1,0,1,1,D S,Everton,0,0.4744952917098999,0.922041709534824,0.922041709534824
987,Joseph Gomez,3,13,0,0.0,0,0.0,0,0,0,0,S,Liverpool,0,0.0,0.0,0.0
1006,Luke Shaw,14,1185,0,0.1475095655769109,1,2.4065153803676367,5,27,5,0,D M,Manchester United,0,0.1475095655769109,4.58624367415905,3.514703992754221
1025,Daniel Bachmann,11,990,0,0.0,0,0.0,0,0,0,0,GK,Watford,0,0.0,0.8751082131639123,0.8751082131639123
1032,Kieran Dowell,9,334,0,0.1798663921654224,0,0.2034686114639043,3,6,0,0,F M S,Norwich,0,0.1798663921654224,0.5683202557265759,0.3131655473262071
1053,Keinan Davis,1,10,0,0.0,0,0.0,0,0,0,0,S,Aston Villa,0,0.0,0.0282422751188278,0.0282422751188278
1084,Jonjoe Kenny,4,267,0,0.0192284733057022,1,0.1624573543667793,1,3,1,0,D S,Everton,0,0.0192284733057022,0.3529900666326284,0.2869565719738602
1142,Samir,2,180,0,0.0789590142667293,0,0.0,2,0,1,0,D,Watford,0,0.0789590142667293,0.1301120668649673,0.1301120668649673
1245,Emerson,1,3,0,0.0,0,0.0,0,0,0,0,S,Chelsea,0,0.0,0.0,0.0
1257,Alisson,19,1710,0,0.0,0,0.0,0,0,0,0,GK,Liverpool,0,0.0,5.858227416872978,5.858227416872978
1304,Moise Kean,1,1,0,0.0,0,0.0,0,0,0,0,S,Everton,0,0.0,0.0178620126098394,0.0178620126098394
1379,Allan,17,1453,0,0.1300677321851253,2,0.4356215866282582,4,11,3,0,M S,Everton,0,0.1300677321851253,4.890433240681887,4.468806814402342
1441,Adam Masina,11,868,0,0.1415592636913061,0,0.6399356294423342,4,6,0,0,D M,Watford,0,0.1415592636913061,2.048173174262047,1.410008765757084
1545,Emil Krafth,7,543,0,0.1401030048727989,1,0.8308915048837662,2,2,2,0,D S,Newcastle United,0,0.1401030048727989,1.0246974900364876,1.0246974900364876
1663,Johann Berg Gudmundsson,17,1105,0,1.6741110244765878,1,0.6487751249223948,18,6,2,0,M S,Burnley,0,1.6741110244765878,2.8882225155830383,1.383490838110447
1675,Ashley Fletcher,3,24,0,0.4376538190990686,0,0.0,2,0,0,0,S,Watford,0,0.4376538190990686,0.4376538190990686,0.0
1683,Ryan Fraser,16,758,0,0.5629579424858093,1,1.0207840129733086,10,10,2,0,F M S,Newcastle United,0,0.5629579424858093,1.937087749131024,1.0091948583722117
1687,Harry Maguire,18,1510,0,1.0454490091651678,0,0.0503690363839268,12,2,5,1,D S,Manchester United,0,1.0454490091651678,3.9314600517973295,3.879142626188696
1707,Ben Gibson,18,1596,0,1.2967736385762691,0,0.1156430328264832,7,3,2,1,D,Norwich,0,1.2967736385762691,2.2301462404429917,2.190992504358292
1711,Adam Forshaw,12,853,0,0.2356742098927498,1,0.9041967894881964,7,11,2,0,M S,Leeds,0,0.2356742098927498,3.606583090499044,2.637192564085126
1725,Christian Kabasele,4,290,0,0.416583389043808,0,0.0532903671264648,1,1,0,0,D S,Watford,0,0.416583389043808,0.319418054074049,0.319418054074049
1735,Jack Stephens,6,486,0,0.0,0,0.2442822121083736,0,4,2,0,D,Southampton,0,0.0,1.0839737951755524,1.0298576839268208
1739,Eric Bailly,4,220,0,0.0,0,0.0,0,0,1,0,D S,Manchester United,0,0.0,0.426151230931282,0.426151230931282
1740,Paul Pogba,9,635,0,1.5863405540585518,7,1.599287511780858,21,15,4,1,M S,Manchester United,0,1.5863405540585518,3.2818631529808044,1.7539983205497265
1749,Rob Holding,5,313,0,0.4433862380683422,0,0.0,2,0,2,0,D S,Arsenal,0,0.4433862380683422,0.7816650532186031,0.7816650532186031
1750,Ainsley Maitland-Niles,8,251,0,0.0297201536595821,0,0.2273628115653991,2,3,0,0,M S,Arsenal,0,0.0297201536595821,0.6360603049397469,0.3890685737133026
1823,Lucas Digne,15,1350,0,0.4498689007014036,1,2.1518752332776785,11,26,5,0,D,"Aston Villa,Everton",0,0.4498689007014036,3.309069234877825,2.491589894518256
1828,Alex Telles,9,736,0,0.2078977292403578,1,0.9637419451028107,5,9,0,0,D S,Manchester United,0,0.2078977292403578,3.0380186960101128,2.3606650829315186
2190,Vicente Guaita,18,1620,0,0.0,0,0.0,0,0,1,0,GK,Crystal Palace,0,0.0,1.9835428856313229,1.9835428856313229
2245,Raphael Varane,12,1012,0,0.5021479055285454,1,0.1130264326930046,7,2,0,0,D S,Manchester United,0,0.5021479055285454,1.9853708259761331,1.928229384124279
2266,Saúl Ñíguez,5,165,0,0.0630487278103828,0,0.0,1,0,1,0,M S,Chelsea,0,0.0630487278103828,1.0427036732435226,0.9796549454331398
2310,Alphonse Areola,1,90,0,0.0,0,0.0,0,0,0,0,GK,West Ham,0,0.0,0.0,0.0
2383,André Gomes,9,388,0,0.9330221293494104,1,0.1564361816272139,11,4,2,0,M S,Everton,0,0.9330221293494104,1.3819460663944485,0.4171831235289573
2958,Oleksandr Zinchenko,7,501,0,0.1570894699543714,1,0.458853330463171,5,4,0,0,D S,Manchester City,0,0.1570894699543714,4.740163296461105,4.344208270311356
3203,Issa Diop,8,720,0,0.0286491680890321,0,0.0,1,0,0,0,D,West Ham,0,0.0286491680890321,1.5376229658722878,1.5376229658722878
3303,Ricardo Pereira,8,600,0,0.2407103180885315,2,0.7427166234701872,3,6,1,0,D M,Leicester,0,0.2407103180885315,3.026007086038589,2.317450739443302
3387,Nicolas N&#039;Koulou,3,167,0,0.0,0,0.0129845160990953,0,1,0,0,D S,Watford,0,0.0,0.0964711457490921,0.0964711457490921
3389,Benjamin Mendy,1,80,0,0.0,0,0.2885278761386871,0,2,0,0,D,Manchester City,0,0.0,0.1654054373502731,0.1329308301210403
3428,Hélder Costa,1,20,0,0.0182210132479667,0,0.0,1,0,0,0,S,Leeds,0,0.0182210132479667,0.0,0.0
3468,Jonas Lössl,2,180,0,0.0,0,0.0,0,0,0,0,GK,Brentford,0,0.0,0.0,0.0
3696,Morgan Sanson,6,220,0,0.0118105579167604,0,0.0,1,0,0,0,M S,Aston Villa,0,0.0118105579167604,0.5795503724366426,0.5677398145198822
3729,Hassane Kamara,2,176,0,0.0,0,0.0127683654427528,0,1,0,0,D,Watford,0,0.0,0.5940692871809006,0.581300899386406
4401,Emiliano Martinez,20,1800,0,0.0,0,0.0,0,0,3,0,GK,Aston Villa,0,0.0,0.622052788734436,0.622052788734436
4422,Ashley Barnes,8,371,0,0.6575422324240208,0,0.3867453038692474,8,6,2,0,F S,Burnley,0,0.6575422324240208,1.1727782972157,0.128490793518722
4475,Jed Steer,1,90,0,0.0,0,0.0,0,0,0,0,GK,Aston Villa,0,0.0,0.0106998765841126,0.0106998765841126
4764,Jean-Philippe Gbamin,3,67,0,0.0,0,0.0,0,0,0,0,M S,Everton,0,0.0,0.0582825951278209,0.0582825951278209
5043,Kiko Femenía,13,970,0,0.0303274914622306,3,1.1627001091837883,2,8,1,0,D S,Watford,0,0.0303274914622306,1.892513915896416,1.470248445868492
5061,Kepa,3,270,0,0.0,0,0.0,0,0,0,0,GK,Chelsea,0,0.0,0.6570841297507286,0.6570841297507286
5191,Álvaro Fernández,12,1080,0,0.0,0,0.0,0,0,0,0,GK,Brentford,0,0.0,0.3428560942411423,0.3428560942411423
5544,Angus Gunn,3,270,0,0.0,0,0.0,0,0,0,0,GK,Norwich,0,0.0,0.0,0.0
5545,Wilfred Ndidi,13,1170,0,0.4169575553387403,0,0.0464392937719821,10,1,3,0,D M,Leicester,0,0.4169575553387403,3.5744842952117324,3.3081367360427976
5549,Luka Milivojevic,10,581,0,0.2472152225673198,0,0.5382447391748428,7,7,1,0,M S,Crystal Palace,0,0.2472152225673198,2.6723447665572166,2.3512011133134365
5552,Nick Pope,15,1350,0,0.0,0,0.0480509921908378,0,1,0,0,GK,Burnley,0,0.0,1.4258227534592152,1.3777717612683773
5568,Connor Roberts,1,11,0,0.0,0,0.0,0,0,0,0,S,Burnley,0,0.0,0.0,0.0
5584,Aaron Wan-Bissaka,15,1345,0,0.0629079844802618,0,0.8008440546691418,2,11,2,0,D M,Manchester United,0,0.0629079844802618,3.988070011138916,3.3130639791488647
5603,Aaron Ramsdale,17,1530,0,0.0,0,0.0,0,0,1,0,GK,Arsenal,0,0.0,1.687067149206996,1.687067149206996
5609,Yves Bissouma,14,1220,0,0.5744356620125473,1,0.4844647701829672,13,4,6,0,M,Brighton,0,0.5744356620125473,4.473172731697559,3.7693225890398026
5619,Pierre Lees-Melou,17,1261,0,0.9323618281632662,0,1.024280916899443,22,14,4,0,M S,Norwich,0,0.9323618281632662,2.5789635684341192,1.6146842185407877
5648,Malang Sarr,2,180,0,0.0,0,0.0,0,0,0,0,D,Chelsea,0,0.0,0.1296616047620773,0.1296616047620773
5656,Nicolas Pepe,9,493,0,1.9659019708633425,1,1.2396217733621595,16,11,0,0,M S,Arsenal,0,1.9659019708633425,3.5325876474380493,0.9663539379835128
5681,Giovani Lo Celso,9,223,0,0.7339939046651125,0,1.0649307779967785,9,5,0,0,M S,Tottenham,0,0.7339939046651125,1.445075461640954,0.7877808213233948
5708,Fernando Marçal,11,962,0,0.4602448353543877,0,0.0573633406311273,7,2,2,0,D,Wolverhampton Wanderers,0,0.4602448353543877,2.858115890063345,2.762060062028468
6027,Jairo Riedewald,3,112,0,0.0,0,0.053624365478754,0,2,0,0,M S,Crystal Palace,0,0.0,0.7066319920122623,0.6811742037534714
6044,Charlie Taylor,16,1440,0,0.0939740492030978,1,1.6444662027060986,3,12,1,0,D,Burnley,0,0.0939740492030978,3.249435809440911,2.225771287456155
6048,Lewis Dunk,14,1260,0,0.4929457604885101,0,0.095023937523365,6,1,0,0,D,Brighton,0,0.4929457604885101,3.02082334458828,3.02082334458828
6049,Solly March,17,869,0,0.9441456608474256,1,1.439391853287816,14,15,1,0,D F M S,Brighton,0,0.9441456608474256,4.672955486923456,2.9914396200329065
6051,Dale Stephens,1,30,0,0.0,0,0.0,0,0,0,0,S,Burnley,0,0.0,0.0,0.0
6054,Ederson,22,1980,0,0.0,0,0.0,0,0,2,0,GK,Manchester City,0,0.0,6.879669308662415,6.879669308662415
6080,Victor Lindelöf,15,1264,0,0.0127791939303278,2,0.6128797233104706,1,2,2,0,D S,Manchester United,0,0.0127791939303278,4.758180268108845,4.758180268108845
6104,Will Hughes,7,511,0,0.0182294715195894,1,0.8525669127702713,1,7,1,0,M S,Crystal Palace,0,0.0182294715195894,1.6662348210811615,1.4243688881397247
6122,Douglas Luiz,17,1423,0,0.2899986878037452,3,1.5734123745933175,10,24,3,0,M S,Aston Villa,0,0.2899986878037452,4.201321672648192,3.64998771622777
